DateLong,Venue,Year,ShortDate
"January 2, 1972","Winterland Arena, San Francisco, CA",1972,1972-01-02
"March 5, 1972","Winterland Arena, San Francisco, CA",1972,1972-03-05
"March 21, 1972","Academy of Music, New York, NY",1972,1972-03-21
"March 22, 1972","Academy of Music, New York, NY",1972,1972-03-22
"March 23, 1972","Academy of Music, New York, NY",1972,1972-03-23
"March 25, 1972","Academy of Music, New York, NY",1972,1972-03-25
"March 26, 1972","Academy of Music, New York, NY",1972,1972-03-26
"March 27, 1972","Academy of Music, New York, NY",1972,1972-03-27
"March 28, 1972","Academy of Music, New York, NY",1972,1972-03-28
"April 7, 1972","Wembley Empire Pool, London, England",1972,1972-04-07
"April 8, 1972","Wembley Empire Pool, London, England",1972,1972-04-08
"April 11, 1972","Newcastle City Hall, Newcastle, England",1972,1972-04-11
"April 14, 1972","Tivoli Theater, Copenhagen, Denmark",1972,1972-04-14
"April 16, 1972","Aarhus U., Aarhus, Denmark",1972,1972-04-16
"April 17, 1972","Tivoli Gardens, Copenhagen, Denmark",1972,1972-04-17
"April 21, 1972","Beat Club, Bremen, Germany",1972,1972-04-21
"April 24, 1972","Rheinhalle, Duesseldorf, Germany",1972,1972-04-24
"April 26, 1972","Jahrhundert Halle, Frankfurt, Germany",1972,1972-04-26
"April 29, 1972","Musikhalle, Hamburg, Germany",1972,1972-04-29
"May 3, 1972","Olympia Theater, Paris, France",1972,1972-05-03
"May 4, 1972","Olympia Theater, Paris, France",1972,1972-05-04
"May 7, 1972","Bickershaw Festival, Wigan, England",1972,1972-05-07
"May 10, 1972","Concertgebouw, Amsterdam, Netherlands",1972,1972-05-10
"May 11, 1972","Rotterdam Civic Hall, Rotterdam, Netherlands",1972,1972-05-11
"May 13, 1972","Lille Fairgrounds, Lille, France",1972,1972-05-13
"May 16, 1972","Studio du Grand Theatre, Luxembourg, Luxembourg",1972,1972-05-16
"May 18, 1972","Kongressaal Deutsches Museum, Muenchen, Germany",1972,1972-05-18
"May 23, 1972","The Strand Lyceum, London, England",1972,1972-05-23
"May 24, 1972","The Strand Lyceum, London, England",1972,1972-05-24
"May 25, 1972","The Strand Lyceum, London, England",1972,1972-05-25
"May 26, 1972","The Strand Lyceum, London, England",1972,1972-05-26
"June 17, 1972","Hollywood Bowl, Hollywood, CA",1972,1972-06-17
"July 16, 1972","Dillon Stadium, Hartford, CT",1972,1972-07-16
"July 18, 1972","Roosevelt Stadium, Jersey City, NJ",1972,1972-07-18
"July 21, 1972","Paramount Northwest Theater, Seattle, WA",1972,1972-07-21
"July 22, 1972","Paramount Northwest Theater, Seattle, WA",1972,1972-07-22
"July 25, 1972","Paramount Theater, Portland, OR",1972,1972-07-25
"July 26, 1972","Paramount Theater, Portland, OR",1972,1972-07-26
"August 12, 1972","Sacramento Memorial Auditorium, Sacramento, CA",1972,1972-08-12
"August 20, 1972","San Jose Civic Auditorium, San Jose, CA",1972,1972-08-20
"August 21, 1972","Berkeley Community Theater, Berkeley, CA",1972,1972-08-21
"August 22, 1972","Berkeley Community Theater, Berkeley, CA",1972,1972-08-22
"August 24, 1972","Berkeley Community Theater, Berkeley, CA",1972,1972-08-24
"August 25, 1972","Berkeley Community Theater, Berkeley, CA",1972,1972-08-25
"August 27, 1972","Old Renaissance Faire Grounds, Veneta, OR",1972,1972-08-27
"September 3, 1972","Folsom Field, U. of Colorado, Boulder, CO",1972,1972-09-03
"September 9, 1972","Hollywood Palladium, Hollywood, CA",1972,1972-09-09
